file,event_type,event_subtype,text,context,trigger,trigger_text_start,trigger_text_end,trigger_context_start,trigger_context_end
bn/timex2norm/CNNHL_ENG_20030609_133335.37,Business,Start-Org,a toymaker and one man's dream have put the silver cross pram back,but a toymaker and one man's dream have put the silver cross pram back on the stroller circuit,back,62,65,66,69
bn/timex2norm/CNNHL_ENG_20030609_133335.37,Transaction,Transfer-Ownership,it was hand delivered to harrod harrod,it was hand delivered to harrod harrod's by the new chief executive nick paxton who wouldn't trust its futcher to anyone else,delivered,12,20,12,20
bn/timex2norm/CNNHL_ENG_20030610_133347.6,Justice,Release-Parole,he's being released,he's being released on his own cog in a sans before he's to report to jail,released,11,18,11,18
bn/timex2norm/CNNHL_ENG_20030610_133347.6,Justice,Sentence,sam waksal was sentenced to seven years and three months in federal prison,sam waksal was sentenced to seven years and three months in federal prison,sentenced,15,23,15,23
bn/timex2norm/CNNHL_ENG_20030610_133347.6,Justice,Fine,he's also being fined $3 million,he's also being fined $3 million and was ordered to pay $1.2 million in restitution to the new york state tax commission,fined,16,20,16,20
bn/timex2norm/CNNHL_ENG_20030610_133347.6,Justice,Charge-Indict,"charges against waksal's friend, martha stewart, last week over her sale of the stock the day before the price collapsed","the imclone scandal led to charges against waksal's friend, martha stewart, last week over her sale of the stock the day before the price collapsed",charges,0,6,27,33
bn/timex2norm/CNNHL_ENG_20030610_133347.6,Justice,Arrest-Jail,he's to report to jail,he's being released on his own cog in a sans before he's to report to jail,report,8,13,60,65
bn/timex2norm/CNNHL_ENG_20030610_133347.6,Justice,Fine,he's also being fined $3 million and was ordered to pay $1.2 million,he's also being fined $3 million and was ordered to pay $1.2 million in restitution to the new york state tax commission,pay,52,54,52,54
bn/timex2norm/CNNHL_ENG_20030610_230438.14,Justice,Arrest-Jail,police nab the suspect in the kidnapping of a 9-year-old california girl,a pizza delivery helped police nab the suspect in the kidnapping of a 9-year-old california girl,nab,7,9,31,33
bn/timex2norm/CNNHL_ENG_20030610_230438.14,Justice,Arrest-Jail,"24-year-old enrique alvarez, also known as david cruz, was arrested monday in san jose","24-year-old enrique alvarez, also known as david cruz, was arrested monday in san jose",arrested,59,66,59,66
bn/timex2norm/CNNHL_ENG_20030610_230438.14,Justice,Charge-Indict,"he's charged with kidnapping, felony assault and sexual assault","he's charged with kidnapping, felony assault and sexual assault",charged,5,11,5,11
bn/timex2norm/CNNHL_ENG_20030611_133445.24,Justice,Charge-Indict,they're facing misdemeanor charges,they're facing misdemeanor charges,charges,27,33,27,33
bn/timex2norm/CNNHL_ENG_20030611_133445.24,Justice,Charge-Indict,mothers of two of the students at glenbrook north high school have also been named on misdemeanor charges,mothers of two of the students at glenbrook north high school have also been named on misdemeanor charges of supplying beer to the teenagers,charges,98,104,98,104
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Convict,convictions,"after the first of several trials ended with convictions and harsh sentences, most of the other defendants pleaded guilty to avoid hard time",convictions,0,10,45,55
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Arrest-Jail,so many people end up,how could so many people end up in prison for crimes they didn't commit,end up,15,20,25,30
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Arrest-Jail,the 46 people arrested,"of the 46 people arrested, 39 are african-american",arrested,14,21,17,24
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Trial-Hearing,trials,"after the first of several trials ended with convictions and harsh sentences, most of the other defendants pleaded guilty to avoid hard time",trials,0,5,27,32
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Trial-Hearing,"march 17, 2003 -- with coleman's credibility under serious attack, new hearings for the tulia defendants","march 17, 2003 -- with coleman's credibility under serious attack, new hearings for the tulia defendants get under way",hearings,71,78,71,78
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Trial-Hearing,"hearings are stopped when the judge, defense attorneys and prosecutors","the hearings are stopped when the judge, defense attorneys and prosecutors agree that coleman lied under oath and is a racist",hearings,0,7,4,11
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Convict,these men and the others caught up in the tulia tragedy are still convicted,but these men and the others caught up in the tulia tragedy are still convicted criminals,convicted,66,74,70,78
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Release-Parole,texas legislature to clear the way for monday's release,it took a special act of the texas legislature to clear the way for monday's release,release,48,54,77,83
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Pardon,the appeals court and the board of pardon and paroles to officially clear their,now it's up to the appeals court and the board of pardon and paroles to officially clear their names,clear,68,72,83,87
bn/timex2norm/CNNHL_ENG_20030616_230155.28,Justice,Sentence,sentences,"after the first of several trials ended with convictions and harsh sentences, most of the other defendants pleaded guilty to avoid hard time",sentences,0,8,67,75
bn/timex2norm/CNNHL_ENG_20030616_230155.7,Conflict,Demonstrate,demonstrations in iran,the bush administration is officially endorsing the pro-democracy demonstrations in iran,demonstrations,0,13,66,79
bn/timex2norm/CNNHL_ENG_20030616_230155.7,Conflict,Demonstrate,demonstrations,"the state department spokesman says the demonstrations are about iran and iranians, and have nothing to do with the u.s., but he did make it clear where u.s. sympathies lie",demonstrations,0,13,40,53
bn/timex2norm/CNNHL_ENG_20030616_230155.7,Conflict,Attack,"a week now, protesters have been clashing with police and backers of the clerical regime in tehran","for a week now, protesters have been clashing with police and backers of the clerical regime in tehran",clashing,33,40,37,44
bn/timex2norm/CNNHL_ENG_20030618_230303.36,Contact,Meet,"80,000 people with a shared love of music converge on a tennessee pasture for three days","80,000 people with a shared love of music converge on a tennessee pasture for three days of good vibes and who knows what else",converge,42,49,42,49
bn/timex2norm/CNNHL_ENG_20030618_230303.6,Justice,Arrest-Jail,several people have been arrested,but city officials say several people have been arrested on civil disobedience charges,arrested,25,32,48,55
bn/timex2norm/CNNHL_ENG_20030618_230303.6,Justice,Arrest-Jail,one person was arrested,one person was arrested for assault with a deadly weapon,arrested,15,22,15,22
bn/timex2norm/CNNHL_ENG_20030618_230303.6,Conflict,Attack,one person was arrested for assault with a deadly weapon,one person was arrested for assault with a deadly weapon,assault w,28,36,28,36
bn/timex2norm/CNNHL_ENG_20030618_230303.6,Life,Injure,at least ten people have been injured and at least five homes have burned in benton harbor,at least ten people have been injured and at least five homes have burned in benton harbor since the rioting began,injured,30,36,30,36
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Movement,Transport,a father in new york is accused of dropping his baby out of a seven- story apartment,"a father in new york is accused of dropping his baby out of a seven- story apartment window, here's jordena ginsberg with more from affiliate news-12 westchester",dropping,35,42,35,42
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Movement,Transport,the spot where she landed after she was thrown from a seventh floor window,please measure the spot where she landed after she was thrown from a seventh floor window,thrown,40,45,55,60
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Movement,Transport,he picked up the child again and this time threw her,"while she was on the phone, he picked up the child again and this time threw her out the window",threw,43,47,71,75
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Life,Die,her fall,these tree branches cushioned her fall and saved her life,fall,4,7,34,37
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Life,Die,the baby fell,the baby fell 80 feet,fell,9,12,9,12
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Justice,Charge-Indict,"now, willie williams, the little girl's father is charged with attempted murder","now, willie williams, the little girl's father is charged with attempted murder",charged,50,56,50,56
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Movement,Transport,he allegedly kidnapped her and threatened her but eventually brought her back to her home,cops say he allegedly kidnapped her and threatened her but eventually brought her back to her home,brought,61,67,70,76
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Contact,Phone-Write,the baby's mother made a frantic call to the police,then the baby's mother made a frantic call to the police,call,33,36,38,41
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Contact,Phone-Write,she was on the phone,"while she was on the phone, he picked up the child again and this time threw her out the window",the phone,11,19,17,25
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Life,Die,kill me,"you can hear williams say, go ahead, kill me",kill,0,3,37,40
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Life,Injure,the baby's mother stabbed him,at that point the baby's mother stabbed him right in the hand,stabbed,18,24,32,38
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Life,Injure,"bleeding, he","still bleeding, he ran downstairs and scooped up the baby, and took the baby to the hospital",bleeding,0,7,6,13
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Movement,Transport,"he ran downstairs and scooped up the baby, and took the baby to the hospital","still bleeding, he ran downstairs and scooped up the baby, and took the baby to the hospital",took,47,50,63,66
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Movement,Transport,he allegedly kidnapped her and threatened her but eventually brought her back to her home,cops say he allegedly kidnapped her and threatened her but eventually brought her back to her home,kidnapped,13,21,22,30
bn/timex2norm/CNNHL_ENG_20030624_133331.33,Life,Die,her fall and saved,these tree branches cushioned her fall and saved her life,saved,13,17,43,47
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Justice,Charge-Indict,a man in new york is facing attempted murder charges,a man in new york is facing attempted murder charges after allegedly throwing his baby seven stories to the ground below,charges,45,51,45,51
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Justice,Charge-Indict,willie williams the girl's father is qharthd attempted murder,now willie williams the girl's father is qharthd attempted murder,qharthd,37,43,41,47
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Movement,Transport,ten months old miana williams landed after she was thrown from a seventh floor,police measure the spot where ten months old miana williams landed after she was thrown from a seventh floor window at this apartment building,landed,30,35,60,65
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Movement,Transport,he allegedly kidnapped her in his car and threatened her but eventually brought her back to her home,cops say he allegedly kidnapped her in his car and threatened her but eventually brought her back to her home,brought,72,78,81,87
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Contact,Phone-Write,the baby's mother made a frantic call to police,then the baby's mother made a frantic call to police,call,33,36,38,41
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Life,Die,"the baby's mother pulled out a kitchen knife opinion on the 911 tape you can hear williams tape say ""go ahead kill me","then police say the baby's mother pulled out a kitchen knife opinion on the 911 tape you can hear williams tape say ""go ahead kill me",kill,110,113,126,129
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Movement,Transport,he ran downstairs and scooped up the baby and took the baby to the hospital,"still bleeding, he ran downstairs and scooped up the baby and took the baby to the hospital",took,46,49,62,65
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Conflict,Attack,a man in new york is facing attempted murder charges after allegedly throwing his baby,a man in new york is facing attempted murder charges after allegedly throwing his baby seven stories to the ground below,throwing,69,76,69,76
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Conflict,Attack,"williams picked up the child again and this time, threw her","while she was on the phone, police say williams picked up the child again and this time, threw her out the window",threw,50,54,89,93
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Life,Injure,"bleeding, he","still bleeding, he ran downstairs and scooped up the baby and took the baby to the hospital",bleeding,0,7,6,13
bn/timex2norm/CNNHL_ENG_20030624_230338.34,Movement,Transport,he ran downstairs,"still bleeding, he ran downstairs and scooped up the baby and took the baby to the hospital",ran,3,5,19,21
bn/timex2norm/CNNHL_ENG_20030625_193346.7,Contact,Phone-Write,osama bin laden sent a private letter to his followers in february,"cnn has learned osama bin laden sent a private letter to his followers in february, ordering them to attack the u.s. and its allies",sent,16,19,32,35
bn/timex2norm/CNNHL_ENG_20030625_193346.7,Conflict,Attack,"his followers in february, ordering them to attack","cnn has learned osama bin laden sent a private letter to his followers in february, ordering them to attack the u.s. and its allies",attack,44,49,101,106
bn/timex2norm/CNNHL_ENG_20030625_230351.4,Contact,Phone-Write,the al qaeda leader sent personal letters to key operatives in february,"cnn learned the al qaeda leader sent personal letters to key operatives in february, ordering them to attack the united states and its allies",sent,20,23,32,35
bn/timex2norm/CNNHL_ENG_20030625_230351.4,Contact,Phone-Write,"correspondence came from the border between pakistan and afghanistan, where osama bin laden is believed to be hiding","intelligence sources say the correspondence came from the border between pakistan and afghanistan, where osama bin laden is believed to be hiding",correspondence,0,13,29,42
bn/timex2norm/CNNHL_ENG_20030625_230351.4,Contact,Phone-Write,"delivered the letters to locations including africa, asia and the middle east","couriers delivered the letters to locations including africa, asia and the middle east",delivered,0,8,9,17
bn/timex2norm/CNNHL_ENG_20030625_230351.4,Conflict,Attack,"key operatives in february, ordering them to attack","cnn learned the al qaeda leader sent personal letters to key operatives in february, ordering them to attack the united states and its allies",attack,45,50,102,107
bn/timex2norm/CNNHL_ENG_20030625_230351.4,Movement,Transport,"u.s. and pakistani force hs a lead on osama bin laden, but by the time they moved","a month later, u.s. and pakistani force hs a lead on osama bin laden, but by the time they moved in, he had vanished again",moved,76,80,91,95
bn/timex2norm/CNN_ENG_20030305_170125.1,Conflict,Attack,the u.s. going to war,is the u.s. going to war,war,18,20,21,23
bn/timex2norm/CNN_ENG_20030305_170125.1,Conflict,Attack,war,america's top diplomat laid out the case for war,war,0,2,45,47
bn/timex2norm/CNN_ENG_20030305_170125.1,Conflict,Attack,the u.s.'s war,"france, germany and russia plan a showdown at theupups in a bid to stop the u.s.'s war machine and their voices of dissent echoed by protestors from australia to egypt to university students right here in the united states",war,11,13,83,85
bn/timex2norm/CNN_ENG_20030305_170125.1,Conflict,Attack,president bush to avoid war,"later this hour i'll speak exclusively to cardinal pio laghi, the man dismatched by pope john paul ii to persuade president bush to avoid war, but we begin with reports from the united nations, the pentagon and the white house",war,24,26,138,140
bn/timex2norm/CNN_ENG_20030305_170125.1,Conflict,Attack,the secretary of state who switched from diplomacy to talk of war,first to chris burns with news on the president and the secretary of state who switched from diplomacy to talk of war,war,62,64,114,116
bn/timex2norm/CNN_ENG_20030305_170125.1,Conflict,Attack,"battle is about to begin, maybe only days from now","if you listen to the from's men it sounds like the battle is about to begin, maybe only days from now",battle,0,5,51,56
bn/timex2norm/CNN_ENG_20030305_170125.1,Conflict,Attack,the military leaders say that troops are ready to fight right now,"over at the pentagon, the military leaders say that troops are ready to fight right now even as they await word of the president's order, but there is major opposition today",fight,50,54,72,76
bn/timex2norm/CNN_ENG_20030305_170125.1,Contact,Meet,later this hour i'll speak exclusively to cardinal pio laghi,"later this hour i'll speak exclusively to cardinal pio laghi, the man dismatched by pope john paul ii to persuade president bush to avoid war, but we begin with reports from the united nations, the pentagon and the white house",speak,21,25,21,25
bn/timex2norm/CNN_ENG_20030306_070606.18,Life,Injure,injuries it suffered at the hands of its mother,it took the child three weeks to die in the hot from -- hospital from the injuries it suffered at the hands of its mother and she's free,injuries,0,7,74,81
bn/timex2norm/CNN_ENG_20030306_070606.18,Justice,Sentence,sentences of 25 years to life without parole for a man convicted of stealing some golf clubs and 50 years for a man who stole some videotapes,they rejected challenges to the law of sentences of 25 years to life without parole for a man convicted of stealing some golf clubs and 50 years for a man who stole some videotapes,sentences,0,8,39,47
bn/timex2norm/CNN_ENG_20030306_070606.18,Justice,Convict,you have three felony convictions,"the idea is if you have three felony convictions, you're out of here",convictions,22,32,37,47
bn/timex2norm/CNN_ENG_20030306_070606.18,Justice,Appeal,they appealed to the supreme court on behalf of these two people,they appealed to the supreme court on behalf of these two people,appealed,5,12,5,12
bn/timex2norm/CNN_ENG_20030306_070606.18,Justice,Arrest-Jail,"currently in california, 7000 people serving","currently in california, 7000 people serving 25 to year life sentences under the three strikes law",serving,37,43,37,43
bn/timex2norm/CNN_ENG_20030306_070606.18,Justice,Sentence,7000 people serving 25 to year life sentences,"currently in california, 7000 people serving 25 to year life sentences under the three strikes law",sentences,36,44,61,69
bn/timex2norm/CNN_ENG_20030306_070606.18,Contact,Phone-Write,you can e-mail us,you can e-mail us at am@cnn.com,e-mail,8,13,8,13
bn/timex2norm/CNN_ENG_20030306_070606.18,Life,Die,brooklyn woman who scalded her 4-year-old to death,"it's designed to counter the kind of thing that i found in the new york newspaper this morning where a brooklyn woman who scalded her 4-year-old to death in a bathtub, walked out of court a free woman yesterday sentenced to five years probation",death,45,49,148,152
bn/timex2norm/CNN_ENG_20030306_070606.18,Life,Die,the child three weeks to die in the hot from -- hospital from the injuries it suffered at the hands of its mother,it took the child three weeks to die in the hot from -- hospital from the injuries it suffered at the hands of its mother and she's free,die,25,27,33,35
bn/timex2norm/CNN_ENG_20030306_070606.18,Life,Die,killing her 4-year-old,five years probation for killing her 4-year-old by scalding it to death in the bathtub,killing,0,6,25,31
bn/timex2norm/CNN_ENG_20030306_070606.18,Life,Die,her 4-year-old by scalding it to death,five years probation for killing her 4-year-old by scalding it to death in the bathtub,death,33,37,66,70
bn/timex2norm/CNN_ENG_20030306_070606.18,Justice,Sentence,"a brooklyn woman who scalded her 4-year-old to death in a bathtub, walked out of court a free woman yesterday sentenced to five years probation","it's designed to counter the kind of thing that i found in the new york newspaper this morning where a brooklyn woman who scalded her 4-year-old to death in a bathtub, walked out of court a free woman yesterday sentenced to five years probation",sentenced,110,118,211,219
bn/timex2norm/CNN_ENG_20030306_070606.18,Conflict,Attack,brooklyn woman who scalded her 4-year-old,"it's designed to counter the kind of thing that i found in the new york newspaper this morning where a brooklyn woman who scalded her 4-year-old to death in a bathtub, walked out of court a free woman yesterday sentenced to five years probation",scalded,19,25,122,128
bn/timex2norm/CNN_ENG_20030306_070606.18,Conflict,Attack,her 4-year-old by scalding,five years probation for killing her 4-year-old by scalding it to death in the bathtub,scalding,18,25,51,58
bn/timex2norm/CNN_ENG_20030306_083604.6,Conflict,Demonstrate,tens of thousands of college and high school students stage antiwar protests on campuses yesterday from coast-to-coast,tens of thousands of college and high school students stage antiwar protests on campuses yesterday from coast-to-coast,protests,68,75,68,75
bn/timex2norm/CNN_ENG_20030306_083604.6,Conflict,Attack,u.s.-led war with iraq,"california now, high school and college students there skipped class to show their opposition to a u.s.-led war with iraq",war,9,11,108,110
bn/timex2norm/CNN_ENG_20030306_083604.6,Conflict,Demonstrate,demonstration coored naed by the national youth and student peace coalition,the books not bombs demonstration coored naed by the national youth and student peace coalition,demonstration,0,12,20,32
bn/timex2norm/CNN_ENG_20030312_083725.3,Conflict,Attack,"belgrade, violence","another story out of belgrade, violence at the highest form",violence,10,17,31,38
bn/timex2norm/CNN_ENG_20030312_083725.3,Life,Die,"the serbian prime minister, zoran djindjic has died","the serbian prime minister, zoran djindjic has died of his wounds after being shot, an assassination attempt",died,47,50,47,50
bn/timex2norm/CNN_ENG_20030312_083725.3,Movement,Transport,he was on his way to greet reporters at the time outside the main government office there in belgrade,"apparently, he was on his way to greet reporters at the time outside the main government office there in belgrade",way,14,16,26,28
bn/timex2norm/CNN_ENG_20030312_083725.3,Contact,Meet,he was on his way to greet reporters at the time outside the main government office there in belgrade,"apparently, he was on his way to greet reporters at the time outside the main government office there in belgrade",greet,21,25,33,37
bn/timex2norm/CNN_ENG_20030312_083725.3,Life,Die,"the serbian prime minister, zoran djindjic has died of his wounds after being shot, an assassination","the serbian prime minister, zoran djindjic has died of his wounds after being shot, an assassination attempt",assassination,87,99,87,99
bn/timex2norm/CNN_ENG_20030312_083725.3,Conflict,Attack,"the serbian prime minister, zoran djindjic has died of his wounds after being shot","the serbian prime minister, zoran djindjic has died of his wounds after being shot, an assassination attempt",shot,78,81,78,81
bn/timex2norm/CNN_ENG_20030312_083725.3,Life,Die,"zoran djindjic, the prime minister, is dead","the word from serbia, zoran djindjic, the prime minister, is dead",dead,39,42,61,64
bn/timex2norm/CNN_ENG_20030312_083725.3,Conflict,Attack,he was shot,"earlier reports said he was shot in the back, as well as the stomach",shot,7,10,28,31
bn/timex2norm/CNN_ENG_20030312_223733.14,Movement,Transport,they cross,and i just hope and pray that congress will quickly pass the amber alert so that those children will have a better chance because they cross the state line and they're out of commission,cross,5,9,135,139
bn/timex2norm/CNN_ENG_20030312_223733.14,Conflict,Attack,war,"with the darkness that surrounds us in these times of the possibility of war that could be coming upon us and a miracle that has been brought to us, an incredible miracle that has been brought to our family, words cannot express how grateful we are for the prayers around the world",war,0,2,73,75
bn/timex2norm/CNN_ENG_20030312_223733.14,Contact,Meet,reunion,"i just brought her little brother william in. and as william and she saw each other, it was such a wonderful reunion for them to just hug, and they -- he would hug her and look at her and hug her and look at her. and couldn't believe, i think, as a 4-year-old now that his sister is home",reunion,0,6,109,115
bn/timex2norm/CNN_ENG_20030318_140851.8,Conflict,Attack,terrorist attacks,"perhaps with that in mind, the nation's threat level back at orange, or high, to discourage and thwart potential terrorist attacks",attacks,10,16,123,129
bn/timex2norm/CNN_ENG_20030318_140851.8,Movement,Transport,"vehicles and potentially, depending on the airport, some limitations of indegrees","there will be additional random inspections of vehicles and potentially, depending on the airport, some limitations of indegrees and egress into the airport",indegrees,72,80,119,127
bn/timex2norm/CNN_ENG_20030318_140851.8,Movement,Transport,"vehicles and potentially, depending on the airport, some limitations of indegrees and egress into the airport","there will be additional random inspections of vehicles and potentially, depending on the airport, some limitations of indegrees and egress into the airport",egress,86,91,133,138
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,strikes overseas throughout iraq,"as we have the strikes overseas throughout iraq, there will be retaliatory terror strikes, either by organized terrorist networks or sympathetic terrorists or people against the united states in this country",strikes,0,6,15,21
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,a capitol under siege,"we see baghdad, a capitol under siege",siege,16,20,32,36
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,50 years of tension and war,"it gives you a sense of, perhaps what 50 years of tension and war will do to your mentality",war,24,26,62,64
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,war,"president bush, when he talked earlier to reporters, mentioned that this effort is an effort, this war is an effort to make the homeland, our homeland, more secure",war,0,2,99,101
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,war,we heard from secretary rumsfeld who briefed us on the early stages of the war,war,0,2,75,77
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,war,"so even at the very early stages of a defining moment of bush presidency, the president trying to make the case his eyes and especially the eyes of his cabinet still on the domestic affairs of the united states as the early prosecution of the war continues",war,0,2,243,245
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,the united states doing the overwhelming load of the fighting,"in this coalition, it ips the united states doing the overwhelming load of the fighting",fighting,53,60,79,86
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,"we have the strikes overseas throughout iraq, there will be retaliatory terror strikes, either by organized terrorist networks or sympathetic terrorists or people against the united states in this country","as we have the strikes overseas throughout iraq, there will be retaliatory terror strikes, either by organized terrorist networks or sympathetic terrorists or people against the united states in this country",strikes,79,85,82,88
bn/timex2norm/CNN_ENG_20030320_153434.7,Contact,Phone-Write,"the national security advisor fanning out, we're told in phone calls to more than three dozen world leaders","the national security advisor fanning out, we're told in phone calls to more than three dozen world leaders offering them an update on what is going on",phone,57,61,57,61
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,persian gulf war,"that is handful more nations that were actively involved in the coalition his father assembled 12 years ago for the persian gulf war, but there is a significant difference, of course",war,13,15,129,131
bn/timex2norm/CNN_ENG_20030320_153434.7,Conflict,Attack,"gulf war, you had arab forces","in the last gulf war, you had arab forces on the ground",war,5,7,17,19
bn/timex2norm/CNN_ENG_20030325_150531.10,Conflict,Attack,marines battling for control of the bridges in the southern city of nasiriyah face stiff resistance from iraqi paramilitary groups today,"while we do, we want to tell you marines battling for control of the bridges in the southern city of nasiriyah face stiff resistance from iraqi paramilitary groups today",battling,8,15,41,48
bn/timex2norm/CNN_ENG_20030325_150531.10,Conflict,Attack,you are going to fight on the ground,"if you are going to fight on the ground, you have to encounter bridges somewhere along the way",fight,17,21,20,24
bn/timex2norm/CNN_ENG_20030325_150531.10,Transaction,Transfer-Ownership,"u.s. forces might seize a bridge, a bridge that might be defended by iraqis","this is one technique, one possible way u.s. forces might seize a bridge, a bridge that might be defended by iraqis",seize,18,22,58,62
bn/timex2norm/CNN_ENG_20030325_150531.10,Movement,Transport,m1-a1 tanks coming towards the bridge,this would be representing m1-a1 tanks coming towards the bridge firing,coming,12,17,39,44
bn/timex2norm/CNN_ENG_20030325_150531.10,Conflict,Attack,artillery behind them firing,artillery behind them firing back,firing,22,27,22,27
bn/timex2norm/CNN_ENG_20030325_150531.10,Conflict,Attack,it vulnerable to fire from the other side,makes it vulnerable to fire from the other side,fire,17,20,23,26
bn/timex2norm/CNN_ENG_20030325_150531.10,Conflict,Attack,the oncoming forces fire ing at you,the idea of the smoke screen is to obscure the oncoming forces fire ing at you from being able to see,fire,20,23,63,66
bn/timex2norm/CNN_ENG_20030325_150531.10,Conflict,Attack,m1-a1 tanks coming towards the bridge firing,this would be representing m1-a1 tanks coming towards the bridge firing,firing,38,43,65,70
bn/timex2norm/CNN_ENG_20030325_150531.10,Personnel,End-Position,retired air force general don shepperd,"for some perspective, let's turn to miles o'brien with retired air force general don shepperd",retired,0,6,55,61
bn/timex2norm/CNN_ENG_20030325_220534.6,Conflict,Attack,coalition forces may soon face an attack using chemical weapons,"again, today, there were disturbing hints, and we underscore hints here, that coalition forces may soon face an attack using chemical weapons",attack,34,39,112,117
bn/timex2norm/CNN_ENG_20030325_220534.6,Movement,Transport,coalition forces approaching baghdad,"the findings are heightening concerns among coalition forces approaching baghdad since, as the iraqis should know, u.s. and british forces do not use chemical weapons",approaching,17,27,61,71
bn/timex2norm/CNN_ENG_20030325_220534.6,Movement,Transport,the capital with republican guard units ordered to use chemical weapons once u.s. and allied troops cross,u.s. officials say some intelligence indicates a red line may have been drawn around the capital with republican guard units ordered to use chemical weapons once u.s. and allied troops cross it,cross,100,104,185,189
bn/timex2norm/CNN_ENG_20030325_220534.6,Movement,Transport,coalition forces get to baghdad,"there has been intelligence scraps, who knows how accurate they are, chatter in the system, that suggests that the closer that coalition forces get to baghdad and tikrit the greater the likelihood and that some command and control arrangements have been put in place",get,17,19,144,146
bn/timex2norm/CNN_ENG_20030325_220534.6,Conflict,Attack,use chemical weapons,the evidence is accumulating that iraq may be planning to use chemical weapons,use,0,2,58,60
bn/timex2norm/CNN_ENG_20030325_220534.6,Conflict,Attack,the capital with republican guard units ordered to use chemical weapons once u.s. and allied troops,u.s. officials say some intelligence indicates a red line may have been drawn around the capital with republican guard units ordered to use chemical weapons once u.s. and allied troops cross it,use,51,53,136,138
bn/timex2norm/CNN_ENG_20030325_220534.6,Conflict,Attack,use of chemical weapons would be counterproductive to saddam,"in that sense any use of chemical weapons would be counterproductive to saddam, because it would only galvanize international",use,0,2,18,20
bn/timex2norm/CNN_ENG_20030325_220534.6,Conflict,Attack,saddam hussein's forces will likely try to hold out in baghdad for as long as possible without using the weapons his government insists it does not have,"experts say saddam hussein's forces will likely try to hold out in baghdad for as long as possible without using the weapons his government insists it does not have, hoping to build international pressure on the u.s. and britain to back down",using,95,99,107,111
bn/timex2norm/CNN_ENG_20030327_163556.20,Conflict,Attack,war,"for some americans who find themselves spending hours on end watching television coverage of the war, it can be hard to break away",war,0,2,97,99
bn/timex2norm/CNN_ENG_20030327_163556.20,Conflict,Attack,war,that is especially true if you have a loved one in the war zone,war,0,2,55,57
bn/timex2norm/CNN_ENG_20030327_163556.20,Conflict,Attack,war,more than 70 percent of americans say they are sad about the war,war,0,2,61,63
bn/timex2norm/CNN_ENG_20030327_163556.20,Conflict,Attack,war,air travel has fallen 10 mers since the war began and some hotel chains say cancellations are up,war,0,2,40,42
bn/timex2norm/CNN_ENG_20030327_163556.20,Conflict,Attack,war,60 percent of the people say they're watching the war,war,0,2,50,52
bn/timex2norm/CNN_ENG_20030327_163556.20,Conflict,Attack,war,maybe fewer are flying because they worry about terrorism or they worry about what the war will do to the economy or maybe it's everything,war,0,2,87,89
bn/timex2norm/CNN_ENG_20030327_163556.20,Conflict,Attack,terrorism that happens here,"if there's any kind of terrorism that happens here, i think that would definitely put a damper on everything",terrorism,0,8,23,31
