text,label,session
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,He,was,sentenced,to,four,months,in,prison,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",25,4
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,their,nearby,store,,they,prepare,to,open,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",26,5
"<pad>,<pad>,<pad>,<pad>,those,collectors,who,left,the,National,Carousel,Association,banded,together,to,form,the,American,Carousel,Society,(ACS),,whose,stated,aims,of,carousel,preservation,also,recognized,collectors,as",26,5
"Six,European,countries,have,agreed,to,contribute,troops,to,the,British,and,Polish,sectors,to,create,an,international,stability,force,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",26,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,debut,of,easyCinema's,first,outlet,in,Milton,Keynes,,just,north,of,London,,which,is,due,to",26,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,create,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",26,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,Who,would,you,like,to,see,appointed,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",27,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,appointment,by,the,United,Nations,Secretary-,General,of,a,special,adviser,for,Iraq,to,work,with",27,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,employ,illegal,immigrants,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",27,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,national,figures,would,you,appoint,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",27,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,they,should,be,appointed,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",27,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,Bankrupt,energy,giant,Enron,Corp,is,considering,bringing,legal,action,against,its,own,bankers,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",28,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,Bechtel,and,GE,are,suing,the,Indian,Government,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",28,5
"JP,Morgan,Chase,and,Citigroup,,and,along,with,numerous,other,Enron,advisers,,have,already,been,sued,by,the,company's,shareholders,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",28,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,action,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",28,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,recent,months,,he's,been,sued,by,an,auction,house,for,non-payment,,and,by,a,concert,promoter,<pad>,<pad>,<pad>,<pad>",28,5
"filled,in,a,firearms,certificate,form,,will,be,smuggling,a,gun,into,the,country,or,selling,one,to,an,inner,city,youth,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",30,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,an,outsider,buys,into,the,business,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",30,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,the,italian,ship,that,was,taken,--,that,was,captured,by,palestinian,terrorists,back,in,1985,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",30,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,Ask,Jeeves,is,buying,Bloglines,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",30,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,he,may,be,raising,this,money,to,buy,those,atlanta,sports,teams,that,apparently,are,on,the,block,<pad>,<pad>,<pad>,<pad>,<pad>",30,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,June,16,the,resumption,of,Estrada's,plunder,case,hearing,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",32,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,his,day,in,court,won't,come,until,january,2005,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",32,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,prosecutors,presented,enough,evidence,at,a,preliminary,hearing,to,try,nichols,on,murder,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",32,5
"<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,hearing,was,scheduled,for,April,10,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",32,5
"<pad>,<pad>,<pad>,<pad>,<pad>,the,judge,refusing,to,recuse,himself,during,Basson's,2,1/2-year,trial,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>",32,5
